ground_x [mm],ground_y [mm],ground_t [mm],height [mm],top_w [mm],base_w [mm],neck_w [mm],shoulder_h [mm],feed_gap [mm],blade_t [mm],separation [mm],Freq [GHz],Phi [deg],Theta [deg],im(rEPhi) (Real) [mV],im(rEPhi) (Imag) [mV],im(rETheta) (Real) [mV],im(rETheta) (Imag) [mV],re(rEPhi) (Real) [mV],re(rEPhi) (Imag) [mV],re(rETheta) (Real) [mV],re(rETheta) (Imag) [mV]
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,10.0,167.5,29.856248753983806,0.0,71.13646904251695,0.0,-58.71808841419887,0.0,90.33320364595365,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,10.0,170.0,21.692722027667415,0.0,135.29733204363728,0.0,-29.663626709391206,0.0,165.79575790481346,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,10.0,172.5,17.032138279503318,0.0,162.5142381946401,0.0,-6.990541620014272,0.0,196.15699061636442,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,10.0,175.0,12.561678474931858,0.0,146.350711847726,0.0,4.017749098400233,0.0,167.2463688480574,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,10.0,177.5,6.4784706805568035,0.0,92.1503179545807,0.0,2.907207550623148,0.0,85.42575294142338,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,10.0,180.0,-0.42610872265571664,0.0,15.482716009415945,0.0,-6.816696934960563,0.0,-23.526725299838706,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,0.0,-109.86200184094687,0.0,506.1839903671923,0.0,93.30618671475953,0.0,-444.1261962405755,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,2.5,-119.00593355192696,0.0,538.7710379349992,0.0,66.94004888010402,0.0,-329.0184693563793,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,5.0,-118.55564836434081,0.0,518.9216277318856,0.0,25.904545120690226,0.0,-157.04721165773418,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,7.499999999999999,-109.02559058261608,0.0,457.7795889692259,0.0,-30.265837802987097,0.0,67.89120255898723,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,10.0,-89.12241017271823,0.0,366.1930149991841,0.0,-97.35758902682332,0.0,324.3150204984207,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,12.5,-56.812538940747764,0.0,252.02647341725708,0.0,-165.93690363335472,0.0,575.0220150908608,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,14.999999999999998,-11.15070299625219,0.0,119.46195655521493,0.0,-222.98322762653584,0.0,775.1400239183635,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,17.5,46.17864218842159,0.0,-29.575965908815157,0.0,-255.28848848776775,0.0,883.6052813344892,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,20.0,110.45387339737016,0.0,-192.5325076141755,0.0,-253.42783060012235,0.0,874.0997977127404,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,22.5,174.88660711513015,0.0,-363.1249235638647,0.0,-214.8457137759691,0.0,741.8812930003797,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,25.0,232.5449553973939,0.0,-529.4131286322847,0.0,-144.95306825834678,0.0,504.62567947121636,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,27.5,278.3967999307233,0.0,-674.0046638833406,0.0,-55.90255765659312,0.0,197.5559623018649,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,29.999999999999996,310.6500924873778,0.0,-776.5645086672506,0.0,36.45730308439132,0.0,-135.12499579513403,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,32.5,330.93198826468245,0.0,-817.9403876825857,0.0,116.38950001747817,0.0,-449.7041284067982,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,35.0,343.3542474090136,0.0,-784.6281644997767,0.0,171.666360636367,0.0,-710.8003797138832,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,37.5,352.92127880393144,0.0,-672.2000617724109,0.0,195.68827622830995,0.0,-896.0257151394824,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,40.0,363.900623861005,0.0,-486.70341459323964,0.0,187.98159871288328,0.0,-997.1025875984991,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,42.5,378.67913227879626,0.0,-243.72300054726992,0.0,153.25921112359853,0.0,-1018.0521177664152,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,45.0,397.36559697648727,0.0,34.491607129767345,0.0,99.57674261908079,0.0,-971.6014716690108,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,47.5,418.10803412577604,0.0,322.94585277598287,0.0,36.22437916161797,0.0,-875.0374947274528,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,50.0,437.8826633822327,0.0,597.8382231098639,0.0,-28.107556641965804,0.0,-746.4853382211995,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,52.5,453.4324595184504,0.0,839.6695267985551,0.0,-86.5696576506812,0.0,-602.1917274107277,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,55.0,462.0745324951753,0.0,1035.0539242917098,0.0,-134.71693565983927,0.0,-454.9945364725899,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,57.5,462.2080623836125,0.0,1177.173583821212,0.0,-170.4910483199915,0.0,-313.85794442138774,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,59.99999999999999,453.480836091314,0.0,1265.13502902763,0.0,-193.81280408423095,0.0,-184.18119291559333,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,62.50000000000001,436.67024710598577,0.0,1302.6449036841896,0.0,-205.99225665083065,0.0,-68.54042626266212,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,65.0,413.38544387741683,0.0,1296.432054425267,0.0,-209.12591526371432,0.0,32.435981099040276,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,67.5,385.7037131072604,0.0,1254.750402249502,0.0,-205.58965700251554,0.0,119.26913122277655,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,70.0,355.83082152528476,0.0,1186.1637194595264,0.0,-197.67589472335396,0.0,193.0189676167785,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,72.5,325.8392844030947,0.0,1098.688107755554,0.0,-187.37801398756667,0.0,254.88753816815495,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,75.0,297.50411122258845,0.0,999.2776204045814,0.0,-176.29801982171978,0.0,306.0066164393924,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,77.5,272.2301260610402,0.0,893.5892375548954,0.0,-165.6424111461908,0.0,347.35439538451857,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,80.0,251.05051136654754,0.0,785.9480582592798,0.0,-156.27147613128375,0.0,379.7439491400478,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,82.5,234.67118876131903,0.0,679.4397590191523,0.0,-148.7732839543853,0.0,403.8383774130497,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,85.0,223.5369150653156,0.0,576.0735190751346,0.0,-143.54163729031478,0.0,420.1650355346247,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,87.5,217.89943245430342,0.0,476.97668815450953,0.0,-140.8446730806984,0.0,429.1176839913489,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,90.0,217.8733693545753,0.0,382.59821987317446,0.0,-140.87649186154573,0.0,430.9475948071507,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,92.5,223.4705519525345,0.0,292.9098184037211,0.0,-143.78789631852376,0.0,425.75202433256857,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,95.0,234.60753668471892,0.0,207.60180008908554,0.0,-149.69430146675126,0.0,413.47189016837586,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,97.5,251.08470288670887,0.0,126.27522266779481,0.0,-158.6597049308679,0.0,393.9113026868824,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,100.0,272.5386775117566,0.0,48.63308164013477,0.0,-170.6560009760641,0.0,366.7908128543908,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,102.5,298.3738077984408,0.0,-25.328822274150664,0.0,-185.49771854114326,0.0,331.8441536080201,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,105.0,327.68329659785184,0.0,-95.13670163723296,0.0,-202.75435789474764,0.0,288.96439745471366,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,107.5,359.17648613616484,0.0,-159.67447613820656,0.0,-221.64675000943356,0.0,238.39876457024036,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,110.0,391.1349320087375,0.0,-217.06852830952923,0.0,-240.94085567992238,0.0,180.98056906994645,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,112.5,421.4247210269956,0.0,-264.6636548177083,0.0,-258.86207730304665,0.0,118.37127030992207,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,115.0,447.5933190819381,0.0,-299.1429275829311,0.0,-273.0641789382755,0.0,53.265985180155404,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,117.49999999999999,467.07275775012425,0.0,-316.8448443228044,0.0,-280.69623848891956,0.0,-10.504804348411772,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,119.99999999999999,477.49405535284444,0.0,-314.3139495553071,0.0,-278.61362029373254,0.0,-68.05997631364842,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,122.50000000000001,477.08909527536684,0.0,-289.0789773964455,0.0,-263.76820228699563,0.0,-113.82212926027755,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,125.00000000000001,465.1183212521948,0.0,-240.58321782458103,0.0,-233.78273984623985,0.0,-142.19915407915272,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,127.5,442.22390915168967,0.0,-171.10263751551568,0.0,-187.66149075964415,0.0,-148.5889364078759,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,130.0,410.58310604921036,0.0,-86.39952038359874,0.0,-126.5188729361757,0.0,-130.6029361687932,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,132.5,373.7434342028724,0.0,4.191537058473409,0.0,-54.13599823710354,0.0,-89.2776569126765,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,135.0,336.0758636250086,0.0,88.51965037468207,0.0,22.89080582670478,0.0,-29.921902469270233,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,137.5,301.8867309039259,0.0,153.3469368269855,0.0,95.63061757570398,0.0,37.81532210737204,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,140.0,274.3648834696101,0.0,186.92083621892962,0.0,154.045156108554,0.0,101.0143153262981,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,142.5,254.6625102851031,0.0,181.9266088101097,0.0,188.88263904483006,0.0,145.8248408653841,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,145.0,241.4552121574341,0.0,138.05734839192556,0.0,193.90200156780455,0.0,160.81852353778345,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,147.5,231.24548343526075,0.0,63.310371080679246,0.0,167.85591023411058,0.0,140.61664063544725,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,150.0,219.4509233932409,0.0,-26.717861892456966,0.0,115.55487536736783,0.0,88.6578682944047,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,152.5,202.00812334298618,0.0,-111.77661178459701,0.0,47.45414303724742,0.0,17.867812685701654,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,155.0,176.94573627926457,0.0,-171.67021348315802,0.0,-22.419414580729505,0.0,-51.6355632283816,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,157.5,145.28240304054572,0.0,-191.55388431585388,0.0,-79.82936616278575,0.0,-97.78980010272615,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,160.0,110.78704257126276,0.0,-166.23828570758332,0.0,-114.06591822874937,0.0,-103.603089871008,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,162.5,78.58102586692905,0.0,-102.04992498227392,0.0,-120.84884183141422,0.0,-63.71163069081724,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,165.0,53.09816934268702,0.0,-15.472959533231927,0.0,-103.33546171449929,0.0,12.123862515986245,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,167.5,36.29016495354829,0.0,71.17856278110034,0.0,-70.77781081983144,0.0,100.53059832544551,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,170.0,26.94442623159775,0.0,135.81795728392464,0.0,-35.24325616502763,0.0,171.33250159292496,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,172.5,21.511401523226823,0.0,162.55846879668096,0.0,-7.589363985930131,0.0,197.8061854726096,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,175.0,16.102023843075024,0.0,145.84597615816583,0.0,5.797936359237397,0.0,166.81108539506647,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,177.5,8.675040719418908,0.0,91.64058411545955,0.0,4.3157970931961,0.0,84.77938789184392,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,180.0,0.24964342551228633,0.0,15.486566495897161,0.0,-7.836430294226426,0.0,-23.206992926290532,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,0.0,-131.83687311257884,0.0,500.91010215452025,0.0,112.58989249287622,0.0,-439.6335278101687,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,2.5,-143.0475387567133,0.0,532.7420868213467,0.0,81.29774131273935,0.0,-327.2775452163375,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,5.0,-142.84967744339144,0.0,513.3689229966924,0.0,32.66896557218137,0.0,-159.93792376014642,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,7.499999999999999,-131.9131477364012,0.0,453.9250111257771,0.0,-33.714397804672096,0.0,58.63036537820683,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,10.0,-108.9487872853922,0.0,365.61422152323837,0.0,-112.89464656170958,0.0,307.9147184269686,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,12.5,-71.80382192463505,0.0,256.65856962380076,0.0,-193.9877677499664,0.0,552.5488537073971,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,14.999999999999998,-19.415465749126056,0.0,131.10794864612814,0.0,-262.07605133908834,0.0,749.9834861502945,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,17.5,46.48748118569556,0.0,-10.042177981430415,0.0,-302.0591496111501,0.0,861.2606801361544,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,20.0,120.85100221641737,0.0,-165.8772243269046,0.0,-303.11435430770115,0.0,861.1719509473222,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,22.5,196.22348590789656,0.0,-331.9862278082344,0.0,-262.14274190359794,0.0,744.5312704523617,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,25.0,264.73554557047464,0.0,-497.859337084109,0.0,-184.98496614762163,0.0,526.9051047258603,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,27.5,320.28226443089596,0.0,-646.5174967678582,0.0,-85.05456239611486,0.0,240.1324733976818,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,29.999999999999996,360.0458863464345,0.0,-756.7858100518354,0.0,20.04169875401614,0.0,-75.46756123370416,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,32.5,384.8542890759427,0.0,-807.6095392216974,0.0,112.71795828280435,0.0,-379.6514898486257,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,35.0,398.3817267817654,0.0,-783.0520094736428,0.0,179.16755175653756,0.0,-639.3126978391466,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,37.5,405.62152833273143,0.0,-676.3939630005383,0.0,211.71465420510748,0.0,-832.7012430046934,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,40.0,411.2420313759054,0.0,-492.1150520071239,0.0,209.39069580885592,0.0,-950.5222012659273,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,42.5,418.35819344068756,0.0,-245.28528326499213,0.0,176.9400329047479,0.0,-994.4783866130817,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,45.0,428.0025087917271,0.0,41.29037176797158,0.0,122.8367586497701,0.0,-974.2632861121183,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,47.5,439.29342830598097,0.0,341.2402266454607,0.0,57.00718181781038,0.0,-904.0534458424485,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,50.0,450.0880189042164,0.0,628.9647204945419,0.0,-11.160006603177258,0.0,-799.323128828714,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,52.5,457.81949733722405,0.0,883.16804681506,0.0,-74.17058703261925,0.0,-674.4644359314036,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,55.0,460.2506879956619,0.0,1089.0066802951094,0.0,-127.05658156091349,0.0,-541.3688642135302,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,57.5,455.9752511647187,0.0,1238.737925519523,0.0,-167.38412610411996,0.0,-408.8831888881769,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,59.99999999999999,444.61551661497987,0.0,1331.1183124932704,0.0,-194.84055961496986,0.0,-282.91596337418065,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,62.50000000000001,426.7583984171559,0.0,1369.9997919246077,0.0,-210.62102016434062,0.0,-166.93011474086316,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,65.0,403.7209374147241,0.0,1362.6004926900682,0.0,-216.795132083868,0.0,-62.58487146102358,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,67.5,377.24607203474125,0.0,1317.8358179807208,0.0,-215.77004769254157,0.0,29.644685438346226,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,70.0,349.2103044345964,0.0,1244.950971392852,0.0,-209.9026206439814,0.0,109.96734056164942,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,72.5,321.39379812870976,0.0,1152.553631964713,0.0,-201.26520060679235,0.0,178.92662023082016,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,75.0,295.33275565267513,0.0,1048.0385515110752,0.0,-191.54069358392667,0.0,237.189800271239,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,77.5,272.25083667096914,0.0,937.3343914090322,0.0,-182.01073487544292,0.0,285.4391422363688,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,80.0,253.0529639876318,0.0,824.8813092668246,0.0,-173.60077627717263,0.0,324.3247607977171,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,82.5,238.35986578793097,0.0,713.7527124895963,0.0,-166.9521249205979,0.0,354.445444985949,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,85.0,228.56241626029924,0.0,605.8529995323267,0.0,-162.4992590758864,0.0,376.3356931516791,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,87.5,223.87851973248675,0.0,502.1451066862912,0.0,-160.53846863326305,0.0,390.44923407373733,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,90.0,224.3998807000238,0.0,402.8815033317746,0.0,-161.27979413719322,0.0,397.13867338488063,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,92.5,230.12034523032725,0.0,307.82750619621623,0.0,-164.8780956627746,0.0,396.63684142164675,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,95.0,240.94119361770433,0.0,216.4759783989569,0.0,-171.44116187511005,0.0,389.04836747741655,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,97.5,256.65195571332566,0.0,128.25798300971258,0.0,-181.01365665656968,0.0,374.3608672601485,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,100.0,276.88844941273754,0.0,42.75510210251372,0.0,-193.53614096673962,0.0,352.4846690055701,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,102.5,301.07331887730476,0.0,-40.08409160923399,0.0,-208.77925152338105,0.0,323.3284979196136,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,105.0,328.34873469609136,0.0,-119.72874922898234,0.0,-226.2552833694998,0.0,286.91567279856685,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,107.5,357.51609976407076,0.0,-194.8694384157509,0.0,-245.11379842483115,0.0,243.54033135833419,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,110.0,387.0029495011699,0.0,-263.27478304108877,0.0,-264.03509392846433,0.0,193.95498044590974,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,112.5,414.88128175888204,0.0,-321.752220354109,0.0,-281.1453663890235,0.0,139.5685576986466,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,115.0,438.9619485199639,0.0,-366.27704988620087,0.0,-293.9889004549896,0.0,82.61850682385943,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,117.49999999999999,456.98351355374643,0.0,-392.3548571525649,0.0,-299.60245446812087,0.0,26.26329347978281,0.0
