ground_x [mm],ground_y [mm],ground_t [mm],height [mm],top_w [mm],base_w [mm],neck_w [mm],shoulder_h [mm],feed_gap [mm],blade_t [mm],separation [mm],Freq [GHz],Phi [deg],Theta [deg],im(rEPhi) (Real) [mV],im(rEPhi) (Imag) [mV],im(rETheta) (Real) [mV],im(rETheta) (Imag) [mV],re(rEPhi) (Real) [mV],re(rEPhi) (Imag) [mV],re(rETheta) (Real) [mV],re(rETheta) (Imag) [mV]
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,35.0,66.68987927579857,0.0,-626.8609747003647,0.0,56.18699388775436,0.0,-894.4213430854704,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,37.5,38.66137519091485,0.0,-867.4020545202071,0.0,29.61430980735537,0.0,-675.3148186978628,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,40.0,-5.209079159458979,0.0,-1022.4023564409323,0.0,8.716597988456211,0.0,-371.46116163823206,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,42.5,-54.61919352946526,0.0,-1080.5488782385403,0.0,-2.4932706457507225,0.0,-21.497256801882433,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,45.0,-99.08184747793905,0.0,-1044.2757570023005,0.0,-2.6025027227969884,0.0,333.6458783085682,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,47.5,-130.17490877306696,0.0,-927.3733902294639,0.0,7.371294358789998,0.0,657.7022926046778,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,50.0,-142.88401512265187,0.0,-751.0392134992119,0.0,24.66571028295958,0.0,923.8582824826757,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,52.5,-135.92206033564952,0.0,-539.4559717839426,0.0,45.682680081420926,0.0,1116.8806551546063,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,55.0,-111.20460893645908,0.0,-315.8519099014565,0.0,66.85210457882725,0.0,1232.8199454675223,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,57.5,-72.82191786057817,0.0,-99.6621885670463,0.0,85.2702459605821,0.0,1276.9781592825202,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,59.99999999999999,-25.8697722579175,0.0,94.98381813975905,0.0,99.04107899480488,0.0,1260.9874639911661,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,62.50000000000001,24.577614322651446,0.0,259.55804981064693,0.0,107.33909460950947,0.0,1199.7639200866342,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,65.0,74.19275233074704,0.0,390.5267933247585,0.0,110.26714619069215,0.0,1108.8805069950397,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,67.5,119.7771554316213,0.0,488.2255845113614,0.0,108.60160062335741,0.0,1002.6458029045837,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,70.0,159.34515842290512,0.0,555.5646728829208,0.0,103.50828704853863,0.0,892.9501363024925,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,72.5,191.99688145825857,0.0,596.819815235472,0.0,96.28901955501068,0.0,788.7858135900215,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,75.0,217.67523247865824,0.0,616.6546499216329,0.0,88.19100339344607,0.0,696.2680309138589,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,77.5,236.8862113127892,0.0,619.4275154936292,0.0,80.28776637754198,0.0,618.965092804754,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,80.0,250.43647237391386,0.0,608.7710653561923,0.0,73.42394247010833,0.0,558.3694348890206,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,82.5,259.2169315617676,0.0,587.3985983692463,0.0,68.2076766578113,0.0,514.3838730654425,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,85.0,264.041576663017,0.0,557.0806363914062,0.0,65.03213767271419,0.0,485.74457670893514,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,87.5,265.5382793818861,0.0,518.7403764850977,0.0,64.10942297752734,0.0,470.34387452505604,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,90.0,264.0827088225959,0.0,472.6292050314112,0.0,65.50393729950723,0.0,465.4481049414315,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,92.5,259.76577878016406,0.0,418.5573493679533,0.0,69.15659244740837,0.0,467.82814085654144,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,95.0,252.38764174030902,0.0,356.16587404808956,0.0,74.89505902494983,0.0,473.83476275621007,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,97.5,241.47555312488473,0.0,285.2321433771626,0.0,82.42854948147613,0.0,479.45993315265014,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,100.0,226.32777010436598,0.0,206.00022652505368,0.0,91.32841135411367,0.0,480.4297060436263,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,102.5,206.08997255156635,0.0,119.52000806647172,0.0,100.99858152239484,0.0,472.3750366224999,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,105.0,179.87335805079712,0.0,27.964400942063584,0.0,110.64314634078623,0.0,451.12152905656893,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,107.5,146.92313758298232,0.0,-65.12515474883399,0.0,119.24211043930485,0.0,413.1251317195687,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,110.0,106.8409176030124,0.0,-154.73488632000172,0.0,125.55075632576559,0.0,356.0543000084037,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,112.5,59.85271266974204,0.0,-234.5010402270962,0.0,128.14165704750297,0.0,279.4774897351046,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,115.0,7.095250745929857,0.0,-297.1422616849308,0.0,125.50948221651686,0.0,185.55866655115577,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,117.49999999999999,-49.13191355169856,0.0,-335.25927081507666,0.0,116.25432604192302,0.0,79.59979754658858,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,119.99999999999999,-105.2273266385989,0.0,-342.4972282794041,0.0,99.34628657078501,0.0,-29.785990854915024,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,122.50000000000001,-156.35866011907385,0.0,-314.96679636430406,0.0,74.45057996091106,0.0,-131.1081087503254,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,125.00000000000001,-196.83764441457245,0.0,-252.69439003032247,0.0,42.2600756009233,0.0,-211.23207268023475,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,127.5,-220.85410726820945,0.0,-160.75068492360307,0.0,4.747726194775044,0.0,-257.46821642012685,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,130.0,-223.54214417080948,0.0,-49.637658949966884,0.0,-34.77191038300242,0.0,-260.3328062338407,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,132.5,-202.2316245071489,0.0,65.44542432996558,0.0,-71.87781947728743,0.0,-216.49296739350143,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,135.0,-157.60761810851463,0.0,166.6459793087587,0.0,-101.6316634447337,0.0,-131.1169251474268,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,137.5,-94.40707360357965,0.0,236.66189557636883,0.0,-119.48270613759973,0.0,-18.705106496821546,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,140.0,-21.284628845289053,0.0,262.5372106047643,0.0,-122.32465015179659,0.0,98.38834885339084,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,142.5,50.376970342403354,0.0,239.12121058573405,0.0,-109.4252994172653,0.0,194.03946483948042,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,145.0,108.64958851109438,0.0,171.1251837347328,0.0,-82.90125978884103,0.0,244.5291882081493,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,147.5,143.80698450695397,0.0,72.92220282872748,0.0,-47.477381168245,0.0,235.3799073939503,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,150.0,150.88993957158428,0.0,-34.19636126764419,0.0,-9.468237047260706,0.0,166.75507938576007,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,152.5,131.22686784295982,0.0,-126.81598042677832,0.0,24.798550754027467,0.0,55.27194125608311,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,155.0,92.24728196696071,0.0,-185.0381284853635,0.0,50.63434045798701,0.0,-69.1337450483729,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,157.5,45.43946381127029,0.0,-197.3909867938297,0.0,66.12059761626368,0.0,-171.11356212847133,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,160.0,2.980224756800043,0.0,-163.596950101718,0.0,72.2530340694722,0.0,-220.57832423101658,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,162.5,-25.864733147668986,0.0,-94.42293396238642,0.0,72.0014596859723,0.0,-202.73050911723232,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,165.0,-37.284005053623375,0.0,-8.721172397009491,0.0,68.66440214088202,0.0,-123.76959325045047,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,167.5,-33.462047722994754,0.0,71.44034008707669,0.0,64.26221118953123,0.0,-9.750970763326487,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,170.0,-20.952583191269575,0.0,126.21984034134486,0.0,58.757772412310715,0.0,101.56579404258878,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,172.5,-7.615076060211265,0.0,142.67469899781764,0.0,50.54309457375716,0.0,173.34652805580313,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,175.0,0.5517982740112886,0.0,117.65486096921076,0.0,38.006806586297806,0.0,182.33597280537396,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,177.5,1.3414561443970736,0.0,58.3856033265472,0.0,21.394668198029404,0.0,126.83505779530302,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,12.5,180.0,-3.6872667863195376,0.0,-19.31516897065068,0.0,3.9175026063423477,0.0,26.95829057263997,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,0.0,133.74114098932637,0.0,-503.65808589026426,0.0,-117.96266262966184,0.0,441.983469126958,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,2.5,107.25582693807189,0.0,-412.6175905072001,0.0,-134.91582498080095,0.0,509.95700399446906,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,5.0,66.06940249211566,0.0,-262.799919366481,0.0,-140.52701789728783,0.0,543.3071322321233,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,7.499999999999999,11.60243710465984,0.0,-64.18975455278178,0.0,-136.53920466820082,0.0,549.9143231767448,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,10.0,-50.28758220680102,0.0,163.7436501317107,0.0,-122.50891704662885,0.0,528.2520221027231,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,12.5,-109.48232556198325,0.0,393.9033933360287,0.0,-97.07788576551074,0.0,467.6662679727516,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,14.999999999999998,-153.88707643054207,0.0,594.9358512583531,0.0,-60.04067918690677,0.0,354.0448945646969,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,17.5,-173.09756848311116,0.0,735.7132957547772,0.0,-14.01486229544364,0.0,178.44290906025026,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,20.0,-162.03068507381323,0.0,790.3986679330982,0.0,35.201336535667735,0.0,-55.01787036949478,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,22.5,-123.0462020603423,0.0,743.3327790505219,0.0,79.80621579457451,0.0,-325.3442602095674,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,25.0,-65.68173362527108,0.0,592.7496549464486,0.0,112.19755281272194,0.0,-596.6657564484591,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,27.5,-4.071813367855976,0.0,352.29542195408214,0.0,127.26761041823272,0.0,-825.4823233028663,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,29.999999999999996,47.00957930125515,0.0,49.66298227278397,0.0,123.88991030140909,0.0,-970.736854009985,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,32.5,76.11076354356773,0.0,-277.65966103946283,0.0,105.10524514577594,0.0,-1003.4578950708812,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,35.0,77.82302832455639,0.0,-588.7161438254961,0.0,77.06040422527266,0.0,-913.1326863050633,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,37.5,53.57526638723777,0.0,-846.0489492904824,0.0,47.18773849511165,0.0,-709.2950522258963,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,40.0,10.531212487630754,0.0,-1021.691439369025,0.0,22.287972085334445,0.0,-418.42956295762684,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,42.5,-40.80281650004727,0.0,-1100.894544389858,0.0,7.084273639028517,0.0,-77.5977494981762,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,45.0,-89.38368604629609,0.0,-1082.9878020293486,0.0,3.5517867475556644,0.0,273.17890223184423,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,47.5,-126.03982165589991,0.0,-979.5617691029317,0.0,11.030082701730157,0.0,597.8352214812471,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,50.0,-144.96721854140648,0.0,-810.7781670957532,0.0,26.905414910061374,0.0,869.1379046205263,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,52.5,-144.16962522695454,0.0,-600.9045394077935,0.0,47.55414018578338,0.0,1070.9834999084821,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,55.0,-125.00998723184836,0.0,-374.1138444951686,0.0,69.25905546884889,0.0,1198.3013051425,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,57.5,-91.21434053142983,0.0,-151.28424800229655,0.0,88.90287321372645,0.0,1255.2096501029187,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,59.99999999999999,-47.69896419175756,0.0,51.87005309542885,0.0,104.35665245713344,0.0,1252.245683303967,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,62.50000000000001,0.4839433674450784,0.0,225.37341885284155,0.0,114.57696367464196,0.0,1203.4207103348565,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,65.0,48.910357679389456,0.0,364.55191573513923,0.0,119.48481551628882,0.0,1123.644522508271,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,67.5,94.2078620280325,0.0,468.97227813543094,0.0,119.72041997119486,0.0,1026.8118380531423,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,70.0,134.17645630544325,0.0,541.1298258291698,0.0,116.36005653702216,0.0,924.6236393762299,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,72.5,167.69097477338573,0.0,585.172651498979,0.0,110.65764979127418,0.0,826.0623933252925,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,75.0,194.47901202569048,0.0,605.8387193194329,0.0,103.84584755074931,0.0,737.3594336533641,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,77.5,214.8542294307108,0.0,607.6812868685569,0.0,97.00720465285218,0.0,662.2726511605695,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,80.0,229.46049127307143,0.0,594.5841609195919,0.0,91.00923000627608,0.0,602.5126326606644,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,82.5,239.05744098971581,0.0,569.5256908978,0.0,86.48800330876898,0.0,558.1953552847148,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,85.0,244.35847187418995,0.0,534.5343096495283,0.0,83.86236133810915,0.0,528.2440749425998,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,87.5,245.9194550705076,0.0,490.78037771063526,0.0,83.36212034090288,0.0,510.70280997546115,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,90.0,244.0705719927788,0.0,438.760467812362,0.0,85.05737699839872,0.0,502.9548199463126,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,92.5,238.88259097342433,0.0,378.5441010289653,0.0,88.88009268185007,0.0,501.8614136536129,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,95.0,230.16117026024352,0.0,310.06449722427425,0.0,94.63305268847854,0.0,503.8508846963601,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,97.5,217.46674013055468,0.0,233.4411573586235,0.0,101.9846310630733,0.0,504.9963452698155,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,100.0,200.16199861652223,0.0,149.32145895497348,0.0,110.45073414243593,0.0,501.12598789523497,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,102.5,177.49298281202974,0.0,59.22041690207471,0.0,119.3682237793851,0.0,488.0097820036621,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,105.0,148.7119050311134,0.0,-34.17698781947844,0.0,127.86743818492101,0.0,461.66116299960134,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,107.5,113.2490605729096,0.0,-126.80567357953868,0.0,134.8553263696473,0.0,418.7779096405856,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,110.0,70.93545168164168,0.0,-213.1762487754824,0.0,139.02489617242415,0.0,357.31963430648943,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,112.5,22.265739798567704,0.0,-286.5817967147596,0.0,138.91007314369335,0.0,277.17771148014924,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,115.0,-31.32797740092169,0.0,-339.63438560194163,0.0,133.0056302294555,0.0,180.83810180772107,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,117.49999999999999,-87.2458452240061,0.0,-365.1750366267075,0.0,119.96666289022053,0.0,73.87583834973135,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,119.99999999999999,-141.61311706490798,0.0,-357.5290372161819,0.0,98.88806972755138,0.0,-34.931748773980246,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,122.50000000000001,-189.39256428923412,0.0,-313.97020107264393,0.0,69.63989754129652,0.0,-134.10212187245867,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,125.00000000000001,-224.8072578731894,0.0,-236.12856175935568,0.0,33.200960706043205,0.0,-210.73378618023776,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,127.5,-242.12301122475932,0.0,-130.96124109313936,0.0,-8.101763055208554,0.0,-252.61830757491688,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,130.0,-236.75437973758417,0.0,-10.858321188619607,0.0,-50.56301687407643,0.0,-250.976112361741,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,132.5,-206.5354729491994,0.0,107.46907483170594,0.0,-89.38577627277614,0.0,-203.31427767640832,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,135.0,-152.8650159210626,0.0,205.4371266182991,0.0,-119.33821545649683,0.0,-115.62873100756671,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,137.5,-81.34386363405818,0.0,266.11550447537763,0.0,-135.73233527789822,0.0,-3.0480213303323898,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,140.0,-1.5324920339045283,0.0,278.1405202887436,0.0,-135.5423535539004,0.0,111.8282601143386,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,142.5,74.38834556820639,0.0,238.9903777922701,0.0,-118.36121140663502,0.0,203.13428838790486,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,145.0,133.96800927949897,0.0,156.5343810409972,0.0,-86.8471108326661,0.0,247.91621398837958,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,147.5,167.38009272088817,0.0,48.08800523301518,0.0,-46.39137539044029,0.0,232.82467936725678,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,150.0,170.06689374770096,0.0,-63.11677075852959,0.0,-3.957387552848732,0.0,159.2387014479855,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,152.5,144.23145311942565,0.0,-153.29730979926182,0.0,33.65310089056285,0.0,44.73973803928089,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,155.0,98.49791917599306,0.0,-203.8867617760461,0.0,61.57026463610812,0.0,-80.31667727345709,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,157.5,45.612872269319965,0.0,-206.03203149196804,0.0,78.01553965390184,0.0,-180.84150619602258,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,160.0,-1.2227803981472927,0.0,-162.51068157368613,0.0,84.35911130838585,0.0,-227.58994434485754,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,162.5,-32.20482634793527,0.0,-86.58321629580676,0.0,83.99937667985897,0.0,-206.88246348052738,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,165.0,-43.588712522265034,0.0,1.7343878388192546,0.0,80.51213559745784,0.0,-125.88642725391944,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,14.999999999999998,167.5,-38.171267243247065,0.0,80.77458095661464,0.0,75.9067600166304,0.0,-11.10715397802238,0.0
