ground_x [mm],ground_y [mm],ground_t [mm],height [mm],top_w [mm],base_w [mm],neck_w [mm],shoulder_h [mm],feed_gap [mm],blade_t [mm],separation [mm],Freq [GHz],Phi [deg],Theta [deg],im(rEPhi) (Real) [mV],im(rEPhi) (Imag) [mV],im(rETheta) (Real) [mV],im(rETheta) (Imag) [mV],re(rEPhi) (Real) [mV],re(rEPhi) (Imag) [mV],re(rETheta) (Real) [mV],re(rETheta) (Imag) [mV]
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,25.0,-1.3497768184653895,0.0,486.62210916007155,0.0,-1.2353863063343795,0.0,-677.9887699759903,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,27.5,-1.4891224870284547,0.0,205.02253930111638,0.0,0.11889498635750395,0.0,-887.6450032234468,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,29.999999999999996,-1.5250645135286705,0.0,-114.15850081825057,0.0,1.5307770805061682,0.0,-997.9990090358062,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,32.5,-1.5569103244731652,0.0,-427.66231257601703,0.0,2.711518810008001,0.0,-984.1140354651033,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,35.0,-1.6505709923408662,0.0,-695.9685038443317,0.0,3.434548629566603,0.0,-841.8726688653742,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,37.5,-1.8159880787630704,0.0,-889.5057422554266,0.0,3.5823179684480033,0.0,-588.112469742192,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,40.0,-2.0153093846197176,0.0,-992.1847988799632,0.0,3.1610372015350303,0.0,-256.04522232270506,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,42.5,-2.1911705976386253,0.0,-1001.9300044614628,0.0,2.282625961144105,0.0,112.25922368763366,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,45.0,-2.2975392298346664,0.0,-928.6290043435496,0.0,1.123120287659922,0.0,474.0979005840352,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,47.5,-2.318533816660806,0.0,-790.4180701230931,0.0,-0.12718379599263585,0.0,793.1174472856062,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,50.0,-2.269643796021098,0.0,-609.3878488793141,0.0,-1.306421792973328,0.0,1043.8348498158252,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,52.5,-2.1850418413083266,0.0,-407.6616161833756,0.0,-2.3063941625204305,0.0,1213.33285546251,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,55.0,-2.099831975144517,0.0,-204.47331161616725,0.0,-3.0777133015537985,0.0,1300.4802803247237,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,57.5,-2.035919727324614,0.0,-14.491254583371735,0.0,-3.619077181806214,0.0,1313.455244241577,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,59.99999999999999,-1.9963400454192926,0.0,152.69077482140113,0.0,-3.9585654741853618,0.0,1266.47340738342,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,62.50000000000001,-1.9681250336755218,0.0,292.1768036541853,0.0,-4.134860685575323,0.0,1176.511457032138,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,65.0,-1.9304347985861225,0.0,402.860752638185,0.0,-4.183687899816546,0.0,1060.5725745802195,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,67.5,-1.8636465234686954,0.0,486.31286190784016,0.0,-4.1312897988743105,0.0,933.7650445378163,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,70.0,-1.7560369466841501,0.0,545.7005961679972,0.0,-3.9939184519338506,0.0,808.2289961284018,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,72.5,-1.6065642165583032,0.0,584.8845934271096,0.0,-3.7808829116805076,0.0,692.7857279505698,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,75.0,-1.4240270992142274,0.0,607.7448506226652,0.0,-3.498612637972179,0.0,593.1048613701377,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,77.5,-1.2239445223601875,0.0,617.733740290405,0.0,-3.1539757967768005,0.0,512.1723057884279,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,80.0,-1.0247426702319484,0.0,617.6210577951757,0.0,-2.7561221251474617,0.0,450.87344892543314,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,82.5,-0.844484853941195,0.0,609.3860102187501,0.0,-2.3169566093267995,0.0,408.55791612450787,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,85.0,-0.69877162153361,0.0,594.2140238220796,0.0,-1.8507979179178333,0.0,383.5068387003513,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,87.5,-0.5998613936478436,0.0,572.5656908173623,0.0,-1.3738480679459097,0.0,373.27017585093887,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,90.0,-0.5566732778798863,0.0,544.2963906725431,0.0,-0.9039202093089684,0.0,374.8760916766025,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,92.5,-0.5751694599856888,0.0,508.8152992698127,0.0,-0.4605803177587797,0.0,384.9370724405833,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,95.0,-0.6586354793601464,0.0,465.2800996232736,0.0,-0.06556165912419837,0.0,399.69103654255264,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,97.5,-0.8075195750669867,0.0,412.8278183539449,0.0,0.25693219599151257,0.0,415.0231842352897,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,100.0,-1.0187033790365687,0.0,350.8421240220305,0.0,0.48057924173659783,0.0,426.51788318910053,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,102.5,-1.2843208024734125,0.0,279.2524720452323,0.0,0.5785388966231472,0.0,429.5899845076845,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,105.0,-1.5904942213474753,0.0,198.85015361402742,0.0,0.5267935293180478,0.0,419.74024634094627,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,107.5,-1.9165799895635438,0.0,111.59062484661875,0.0,0.3094236254777465,0.0,392.9669904147104,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,110.0,-2.235642660715638,0.0,20.831682614096607,0.0,-0.0745373012094059,0.0,346.34176949811706,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,112.5,-2.516811594098757,0.0,-68.5635584064565,0.0,-0.6037946312093186,0.0,278.71717675477845,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,115.0,-2.7298124774133012,0.0,-150.3450382179988,0.0,-1.2290231650385288,0.0,191.4792152898047,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,117.49999999999999,-2.8512623696108905,0.0,-217.30163641992684,0.0,-1.8712961573242948,0.0,89.18995230392221,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,119.99999999999999,-2.87135962889562,0.0,-262.05396877442394,0.0,-2.427421966243267,0.0,-20.09729351914451,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,122.50000000000001,-2.7986824921050193,0.0,-278.2097690724772,0.0,-2.7838972852712236,0.0,-125.1031634340094,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,125.00000000000001,-2.660419693486549,0.0,-261.7744307758878,0.0,-2.8389286483611826,0.0,-212.39409354901616,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,127.5,-2.4960307113222564,0.0,-212.57980000327854,0.0,-2.528750859698551,0.0,-268.3655204095329,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,130.0,-2.3443649807102123,0.0,-135.37223170384692,0.0,-1.8512481304312627,0.0,-282.0098001459649,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,132.5,-2.2273522655141993,0.0,-40.13875619524841,0.0,-0.8781826650195862,0.0,-248.02476975069268,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,135.0,-2.136397522187125,0.0,58.694770477740036,0.0,0.2513090118366687,0.0,-169.4946568510806,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,137.5,-2.0288549777986997,0.0,144.3509843497631,0.0,1.3582137681064297,0.0,-59.17565484999738,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,140.0,-1.839840869175803,0.0,200.88240609349188,0.0,2.2666303601565874,0.0,61.50598005304472,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,142.5,-1.5088350905825691,0.0,216.8473808866765,0.0,2.8492135679060664,0.0,166.18195560651424,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,145.0,-1.01277605857623,0.0,188.551933675771,0.0,3.0586113345559585,0.0,229.62489624433186,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,147.5,-0.39136513491835423,0.0,121.83112243270256,0.0,2.931981865540561,0.0,234.84609743693014,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,150.0,0.24987599215181994,0.0,31.578060789610806,0.0,2.5660123236922567,0.0,179.0942178476575,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,152.5,0.7656908609107588,0.0,-61.213119215169066,0.0,2.072918576237988,0.0,76.4634203537512,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,155.0,1.0201221176374085,0.0,-134.38164814196537,0.0,1.5372021802016258,0.0,-44.493952951228,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,157.5,0.9398260781610622,0.0,-170.31096434125502,0.0,0.9929639955033598,0.0,-148.245841579383,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,160.0,0.5482984812708712,0.0,-160.8230014264999,0.0,0.43131759936542585,0.0,-203.04244934624182,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,162.5,-0.03550135693500267,0.0,-109.74222990739155,0.0,-0.1682801309221115,0.0,-191.57773641602856,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,165.0,-0.6348203316622648,0.0,-32.19119530096028,0.0,-0.8017370308493889,0.0,-117.6625416326666,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,167.5,-1.073169007746703,0.0,49.3903058997922,0.0,-1.4205688185781902,0.0,-6.012964344498816,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,170.0,-1.22857633004771,0.0,111.49679498077053,0.0,-1.9407959793450273,0.0,105.42378911447044,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,172.5,-1.0641285320713325,0.0,136.30227687301453,0.0,-2.276453232892238,0.0,178.33197042156928,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,175.0,-0.6283059223433779,0.0,116.86904475223069,0.0,-2.3797772462590197,0.0,187.5724826855553,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,177.5,-0.03248802677664059,0.0,59.18439019903869,0.0,-2.2661948587912595,0.0,130.32022013781653,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,0.0,180.0,0.5807038744872345,0.0,-19.655392942610707,0.0,-2.0101998515194146,0.0,27.167174196565732,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,0.0,21.559380268650784,0.0,-520.6662591317049,0.0,-19.503745089712666,0.0,457.03848928034023,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,2.5,17.332341836485522,0.0,-421.79460790816904,0.0,-21.92364230107541,0.0,528.750223077474,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,5.0,10.57169199750671,0.0,-257.75958783820704,0.0,-22.64437268407391,0.0,561.7027811484435,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,7.499999999999999,1.3365097604244591,0.0,-39.48328613338718,0.0,-22.008558871055037,0.0,563.8867579327567,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,10.0,-9.376858191225539,0.0,209.20284134435988,0.0,-19.84086097412397,0.0,532.9705079456062,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,12.5,-19.61299758966793,0.0,453.85026731255687,0.0,-15.733365933489264,0.0,457.5544350476267,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,14.999999999999998,-26.93663275961619,0.0,655.0892689717447,0.0,-9.503716119886874,0.0,324.13181981142026,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,17.5,-29.25660886682192,0.0,776.4424949493841,0.0,-1.5658384070854443,0.0,126.55458397750677,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,20.0,-25.65825994152306,0.0,792.233295412205,0.0,6.985531079999567,0.0,-126.2009213768414,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,22.5,-16.88325042346755,0.0,693.4694831734275,0.0,14.623352125579009,0.0,-407.3694682595848,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,25.0,-5.237472593833076,0.0,490.144100475142,0.0,19.857253639904727,0.0,-676.096436079581,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,27.5,6.055688862746248,0.0,209.40530094037058,0.0,21.71945877835005,0.0,-886.2837653353783,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,29.999999999999996,13.818849238724555,0.0,-109.83346901705922,0.0,20.07359816241054,0.0,-997.5658938716856,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,32.5,15.853291633091581,0.0,-424.39067742278314,0.0,15.642412424709265,0.0,-984.8908213238007,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,35.0,11.529767825269143,0.0,-694.5634180170703,0.0,9.768807756154054,0.0,-843.970067268712,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,37.5,1.876874061511543,0.0,-890.4010601152596,0.0,4.017788792020735,0.0,-591.4539487875119,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,40.0,-10.804437277035088,0.0,-995.3536837553495,0.0,-0.23671931336976745,0.0,-260.3876701821821,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,42.5,-23.622177389490954,0.0,-1006.9278460287989,0.0,-2.1171884842412756,0.0,107.27893305964237,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,45.0,-33.830316630658345,0.0,-934.7307124507333,0.0,-1.3741393225871703,0.0,468.90401767127327,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,47.5,-39.41062578480156,0.0,-796.798161480287,0.0,1.6571794751650721,0.0,788.1362983558662,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,50.0,-39.37836016057646,0.0,-615.2905826582154,0.0,6.227564101168235,0.0,1039.4445198023845,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,52.5,-33.796033611842624,0.0,-412.523066463423,0.0,11.402184153279835,0.0,1209.8269844297806,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,55.0,-23.561912622307243,0.0,-207.9789607496194,0.0,16.279573452869172,0.0,1298.0482904579435,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,57.5,-10.080016628837532,0.0,-16.57294997921108,0.0,20.154295959415165,0.0,1312.1787449428814,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,59.99999999999999,5.083009285047716,0.0,151.90129801719934,0.0,22.602466479390884,0.0,1266.3363909670281,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,62.50000000000001,20.477916759575255,0.0,292.4157791451595,0.0,23.49286049942448,0.0,1177.4203027848828,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,65.0,34.95260769818393,0.0,403.8017616050656,0.0,22.94208495265385,0.0,1062.381058745106,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,67.5,47.72908440777063,0.0,487.6241271163746,0.0,21.23879856782757,0.0,936.2996652975024,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,70.0,58.39762672888686,0.0,547.0838226105888,0.0,18.76070341748643,0.0,811.3108850958604,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,72.5,66.85756857372463,0.0,586.0950156593252,0.0,15.901883955260452,0.0,696.2469086201619,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,75.0,73.23315932408126,0.0,608.5959480839086,0.0,13.02015306653886,0.0,596.7981915761574,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,77.5,77.786361422923,0.0,618.0916359212293,0.0,10.40681599706375,0.0,515.9757199756775,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,80.0,80.84007584995322,0.0,617.3934993046805,0.0,8.2760737716908,0.0,454.68988054459635,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,82.5,82.71785330642012,0.0,608.5098109630228,0.0,6.7685367031700014,0.0,412.3125087728002,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,85.0,83.70085423058825,0.0,592.6435745166247,0.0,5.96266373800714,0.0,387.1428704413218,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,87.5,83.99982531602713,0.0,570.2640742215419,0.0,5.8886929993231325,0.0,376.7447138775922,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,90.0,83.73876030234524,0.0,541.2299243564086,0.0,6.541059044432788,0.0,378.15594804254823,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,92.5,82.94713104237346,0.0,504.9519906969696,0.0,7.886844418824075,0.0,387.99528211028473,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,95.0,81.55858417531297,0.0,460.59239530184186,0.0,9.86916705996623,0.0,402.50390121886414,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,97.5,79.4153989784165,0.0,407.2999741751516,0.0,12.405461885385002,0.0,417.56793564206123,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,100.0,76.27949911612525,0.0,344.4823082247298,0.0,15.381430735013822,0.0,428.77118233163526,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,102.5,71.85214883754443,0.0,272.1091484810889,0.0,18.642142325669823,0.0,431.52770554376355,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,105.0,65.80534675221011,0.0,191.03126604894754,0.0,21.982497347083264,0.0,421.3391676186252,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,107.5,57.82796678714304,0.0,103.28263618284858,0.0,25.14010248331864,0.0,394.20897460108966,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,110.0,47.688400390872275,0.0,12.313849729136008,0.0,27.7944633804281,0.0,347.2206139658592,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,112.5,35.312337555328455,0.0,-76.91568452629359,0.0,29.57707240770537,0.0,279.24748923215833,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,115.0,20.86911067076733,0.0,-158.07329530616022,0.0,30.096987404608615,0.0,191.70551818291725,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,117.49999999999999,4.852991031672179,0.0,-223.90115340461372,0.0,28.98525966788988,0.0,89.19306743992625,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,119.99999999999999,-11.861805374856756,0.0,-267.032634831747,0.0,25.9584483622404,0.0,-20.200151661547345,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,122.50000000000001,-28.01944010082387,0.0,-281.1666599667412,0.0,20.896122341901368,0.0,-125.16767576314724,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,125.00000000000001,-42.06156138970507,0.0,-262.4853261103681,0.0,13.920083905124741,0.0,-212.268655363819,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,127.5,-52.30588154181374,0.0,-211.07131229081975,0.0,5.455559212567026,0.0,-267.91952001584406,0.0
360.0,180.0,1.0,24.0,16.0,22.0,4.0,5.0,0.8,0.5,160.0,3.55,2.5,130.0,-57.22241252931942,0.0,-131.96268396714638,0.0,-3.750451313509883,0.0,-281.1646471256366,0.0
